date,ticker,nav,open,high,low,close,volume,trading_value,base_index
2026-02-27,102970,29088.26,29105,30020,29005,29185,4996522,146726186311,2905.32
2026-02-27,419430,11558.98,11690,11690,11355,11540,15710,180048000,2657.33
2026-02-27,169950,25703.08,25515,25645,25440,25465,7883,201635945,14629.68
2026-02-27,0162L0,10280.44,10225,10260,9965,10175,765786,7752646778,4805.04
2026-02-27,428510,20938.47,20845,20900,20240,20620,97292,2008148818,2196.1
2026-02-27,283580,15983.89,15905,15985,15770,15900,256983,4079446609,4710.65
2026-02-27,099140,23210.39,22920,23280,22915,23280,17482,402622190,8859.49
2026-02-27,204450,2654.95,2705,2710,2630,2690,159967,425735532,8859.49
2026-02-27,415340,13111.32,12995,13040,12855,13040,13298,172439216,1488.02
2026-02-27,256750,15608.98,15480,15575,15195,15300,25152,387076959,3310.3
2026-02-27,0065G0,9949.06,9815,9980,9770,9960,69951,692010790,2936.85
2026-02-27,372330,8061.84,8025,8130,8000,8105,236894,1910516675,5137.84
2026-02-27,0048K0,11340.84,11265,11320,11150,11215,886883,9955130398,2926.08
2026-02-27,117680,17407.54,16800,18365,16745,17370,583499,10294007634,3519.2
2026-02-27,279540,20941.33,20875,21105,20820,20985,534,11194955,12508.96
2026-02-27,445150,36295.81,36435,36750,36000,36380,29040,1056785062,3691.46
2026-02-27,211900,31488.24,31560,31850,31110,31575,71193,2242110049,7869.67
2026-02-27,237370,16338.52,16390,16405,16280,16340,402589,6579267861,2571.0
2026-02-27,495850,27549.51,27320,28070,27075,27625,2588192,71305473585,2798.87
2026-02-27,0115E0,14419.0,14350,14575,14225,14420,274485,3958439195,5490.3
2026-02-27,373490,27046.1,26460,27410,26230,27165,2933,78537867,3728.49
2026-02-27,229200,21119.04,20600,21330,20545,21100,52766873,1108433699693,2116.6
2026-02-27,233740,20627.32,19535,20950,19435,20455,69119172,1401032160434,2116.6
2026-02-27,360150,5927.04,5850,5940,5800,5905,207625,1224412794,717.98
2026-02-27,251340,2056.96,2095,2105,2025,2050,55449272,114497738661,2462.38
2026-02-27,461450,19594.2,19130,19760,19020,19635,78093,1513062247,2522.16
2026-02-27,226490,64410.7,64000,65415,63490,64600,841892,54246342907,6244.13
2026-02-27,237350,74609.05,73910,76065,73470,74820,1964190,146331878634,7192.68
2026-02-27,359210,32229.97,32010,32755,31770,32345,172161,5571262102,8143.91
2026-02-27,337140,32374.2,32105,32940,31900,32500,195058,6317898820,6659.53
2026-02-27,138920,11898.63,11910,11910,11870,11910,425,5056370,6390.31
2026-02-27,244660,10486.09,10450,10530,10440,10530,20,209462,2567.01
2026-02-27,375770,22260.0,22035,22650,21900,22330,8026,178821655,3703.32
2026-02-27,459560,20275.55,20235,20250,19985,20115,10213,204813340,640.08
2026-02-27,475080,8630.44,8585,8590,8520,8590,881506,7540420734,1649.63
2026-02-27,266410,9559.55,9750,9750,9520,9575,71672,688583705,1714.91
2026-02-27,298770,59872.61,60395,60450,59345,60320,13739,820050802,8641.75
2026-02-27,476800,4938.18,4925,4940,4910,4930,1761583,8672041197,1415.91
2026-02-27,450190,39574.95,39670,39995,38670,39625,449,17721600,9535.21
2026-02-27,450180,14391.64,14585,14855,14145,14755,397,5802880,6206.78
2026-02-27,266420,25339.73,25030,25410,24950,25350,156776,3944114675,5677.89
2026-02-27,364690,34240.16,33935,34795,33795,34300,17624,603700555,6244.13
2026-02-27,487130,23489.59,23035,23790,22935,23500,245215,5741933244,5794.34
2026-02-27,0074K0,17249.94,17015,17460,16920,17305,237272,4074347477,7423.74
2026-02-27,471040,24661.83,24420,24580,24290,24540,147949,3619723987,6196.84
2026-02-27,0132D0,10782.37,10655,10800,10640,10725,6518,69734632,1474.67
2026-02-27,0020H0,19676.03,19605,19605,19205,19350,92575,1788136576,645.65
2026-02-27,475070,31072.0,31050,31050,30405,30845,19073,583924249,7717.57
2026-02-27,0015B0,15942.85,15985,15985,15715,15855,267258,4222566498,22668.21
2026-02-27,0104H0,11055.21,11095,11095,10980,10990,116127,1277257946,2030.59
2026-02-27,0113G0,10169.78,10100,10130,10045,10110,23094,233125603,1895.51
2026-02-27,497780,11119.9,10860,11075,10860,11075,25578,281452595,1899.42
2026-02-27,490330,12241.13,12195,12195,12060,12105,8398,101667735,2575.95
2026-02-27,462900,24632.87,23980,24800,23850,24600,3182337,77551240996,3861.94
2026-02-27,482030,12995.76,12715,13090,12680,12935,37500,482929709,5097.46
2026-02-27,476850,19768.38,19690,20055,19580,19785,138256,2738818109,6244.13
2026-02-27,0051A0,18461.02,18415,18450,18255,18310,51261,940227052,578.79
2026-02-27,0150K0,14046.16,13560,14172,13525,14000,951524,13149978162,1920.01
2026-02-27,0154H0,9151.92,9200,9285,9005,9140,31116,281918515,1099.97
2026-02-27,495230,27964.36,27685,28520,27500,28065,713234,19957079899,2798.87
2026-02-27,0093D0,14007.17,13895,13940,13815,13915,45979,637610314,3497.46
2026-02-27,152100,95539.42,94775,97295,94030,95585,555740,53210693034,933.34
2026-02-27,491220,111091.21,110015,112980,109370,111270,71430,7909623760,1231.09
2026-02-27,253150,204532.42,205940,210540,188000,204095,18870,3833648500,4616.85
2026-02-27,253160,488.56,500,507,475,490,513694,252060174,4616.85
2026-02-27,395750,18394.22,18270,18675,18070,18455,3179,58393655,2849.44
2026-02-27,395760,19498.87,19280,19770,19240,19555,7974,155855365,3275.07
2026-02-27,453010,108485.75,108460,108465,108450,108460,25359,2750431968,1181.54
2026-02-27,429740,7236.71,7180,7240,7180,7240,25186,181348485,703.2
2026-02-27,449450,70947.91,71500,72765,70665,70770,3483674,249832336243,7493.77
2026-02-27,0104G0,14458.67,14980,15390,14405,14470,539323,7967230813,7493.77
2026-02-27,0090B0,11147.47,11535,11630,11120,11160,320286,3602610142,1772.31
2026-02-27,269530,22230.4,22065,22500,21500,22295,9882,219166109,3984.48
2026-02-27,433880,17750.7,17500,17650,16810,17535,120034,2102398800,3081.99
2026-02-27,251590,18871.71,19120,19120,18805,18935,17554,331382456,3265.09
2026-02-27,161510,28705.36,29050,29070,28410,28850,3026365,86958660073,27828.23
2026-02-27,0018C0,14333.11,14455,14595,14200,14310,313620,4500775511,1891.9
2026-02-27,489030,9572.35,9640,9700,9510,9555,841899,8065518298,1595.98
2026-02-27,251600,16537.74,16655,16670,16470,16545,1841499,30493511755,4291.23
2026-02-27,461460,53911.83,53745,53950,53740,53890,9213,496202160,113.47
2026-02-27,451600,101672.31,101300,101775,101300,101775,621,62978565,92.16
2026-02-27,491230,51729.42,51725,51745,51720,51745,54338,2810962600,119.37
2026-02-27,289670,54551.48,54425,54605,54400,54515,1756,95700205,1194.24
2026-02-27,298340,56536.23,56470,56550,56460,56485,16393,925950215,1223.13
2026-02-27,489010,17431.5,17895,17895,17100,17350,7222,124924205,11711.44
2026-02-27,442580,66103.22,65500,67170,64610,65975,642959,42296715943,16914.23
2026-02-27,189400,24240.04,24290,24290,24085,24085,96,2312997,1056.77
2026-02-27,496770,20433.14,20100,20365,20100,20320,77663,1570824978,4402.64
2026-02-27,419650,5064.25,4900,5025,4900,5020,84246,418677861,48.79
2026-02-27,0007G0,16929.11,16700,16790,16645,16740,62981,1053063394,7125.42
2026-02-27,0035T0,22556.05,22690,22710,22180,22630,161642,3622477141,7868.43
2026-02-27,415920,9686.81,9580,9895,9365,9805,479697,4639776361,662.76
2026-02-27,0138Y0,10905.1,10825,10875,10820,10875,738736,8014724387,2181.77
2026-02-27,278620,117828.36,117810,117830,117810,117820,752,88602575,150.08
2026-02-27,477050,52656.84,52655,52660,52650,52655,57569,3031124412,119.46
2026-02-27,0050E0,7785.09,7405,7740,7405,7740,19139,147186907,2585.01
2026-02-27,429760,18363.33,18215,18290,18185,18285,11174,203758360,6878.88
2026-02-27,269540,27414.03,27255,27300,27210,27260,18719,510082482,6878.88
2026-02-27,0057H0,11448.44,11360,11430,11355,11415,125329,1426563561,275.69
2026-02-27,494410,12854.96,12770,12770,12650,12735,19503,247817780,4821.53
2026-02-27,0153X0,10849.22,10705,10790,10705,10790,164946,1772190905,1767.71
2026-02-27,0089B0,10687.75,10615,10660,10585,10640,39901,423491221,2809.79
2026-02-27,287180,41748.25,41610,41610,41355,41470,1858,76924115,12292.71
2026-02-27,213630,20268.27,20130,20225,20115,20145,13229,266827379,1110.08
2026-02-27,332610,131618.36,130980,131525,130980,131205,755,99081401,600.0
2026-02-27,456200,61327.53,60960,61360,60960,61160,172,10525035,1233.72
2026-02-27,0078V0,10933.47,10780,10895,10780,10860,5363,58117155,4000.93
2026-02-27,494420,9587.9,9495,9555,9475,9515,24383,232317160,1513.5
2026-02-27,0023B0,14785.38,14700,14795,14590,14770,109444,1609451264,6380.24
2026-02-27,332620,98725.15,98390,98780,98252,98780,797,78478052,1211.54
2026-02-27,464470,54491.59,54310,54610,54240,54570,24759,1346818356,99.78
2026-02-27,461900,20764.85,20810,20810,20595,20610,6350,131020160,6702.23
2026-02-27,461910,32881.71,32815,32815,32430,32750,1682,54824171,6702.23
2026-02-27,195970,16246.74,16310,16345,16130,16180,18978,307311812,3179.91
2026-02-27,238670,13431.34,13510,13520,13345,13480,2970,39821455,1619.59
2026-02-27,195980,14399.26,14415,14415,14060,14315,63600,904485791,1610.7
2026-02-27,256450,15214.7,14860,14995,14670,14765,2182,32400400,3310.3
2026-02-27,447660,13280.45,13060,13255,13055,13245,13659,180652520,2412.56
2026-02-27,239660,120692.59,120650,120720,120650,120700,1549,186959375,12582.39
2026-02-27,421320,43717.04,45190,45595,43600,43620,733349,32628250514,4931.95
2026-02-27,464920,24117.64,23405,23645,23255,23350,23101,540209967,6560.06
2026-02-27,489000,9766.93,9715,9770,9705,9760,175461,1707771524,99.74
2026-02-27,0098N0,14063.43,14220,14220,13925,14050,253475,3564128239,3751.47
2026-02-27,451000,111602.99,111415,111570,111415,111570,705,78569420,118.75
2026-02-27,280920,24566.27,24200,24875,24065,24595,2559,62607195,3721.47
2026-02-27,266550,18941.87,19160,19160,18950,18990,2959,56286780,3707.71
2026-02-27,0047N0,10569.48,10590,10655,10500,10575,17379,183596566,2204.9
2026-02-27,0128D0,8325.2,8560,8560,8250,8345,11551,95883985,3591.99
2026-02-27,495040,27453.76,27230,27950,26975,27510,37408,1023029454,2798.87
2026-02-27,301400,21330.05,20795,21535,20760,21290,34196,722870597,2116.6
2026-02-27,301410,3095.98,3180,3180,3070,3115,8599,26944920,2462.38
2026-02-27,227830,64720.75,64385,65705,63770,64940,946,61268619,6244.13
2026-02-27,122090,68522.15,67695,69960,67370,68770,170385,11693190516,6850.78
2026-02-27,328370,34911.31,34510,35435,34450,35050,6973,243744260,8143.91
2026-02-27,457990,33770.84,33195,34505,32445,33760,529210,17674556268,8809.03
2026-02-27,0132K0,9457.67,9425,9455,9400,9440,318923,3005898711,2838.73
2026-02-27,0000J0,38953.7,39900,40180,38790,38810,638063,25027843718,8139.58
2026-02-27,148020,94719.23,93805,96475,93220,95005,4541769,430135175820,933.34
2026-02-27,361580,53145.03,52580,54115,52295,53235,520609,27635550638,1231.09
2026-02-27,290080,7939.89,7950,7990,7835,7970,54072,426840162,1081.98
2026-02-27,284980,23076.06,23695,23695,23040,23125,54086,1256915482,1751.26
2026-02-27,252400,101793.18,99530,104695,97900,101600,25674,2586480768,4616.85
2026-02-27,252410,1974.61,1997,2010,1946,1976,146437,291175458,4616.85
2026-02-27,252420,240.4,243,248,233,240,2533733,613950238,4616.85
2026-02-27,475720,13631.21,13465,13780,13415,13640,3354822,45577157007,1615.0
2026-02-27,0122W0,50308.3,50320,50320,50305,50320,1289,64859480,111.31
2026-02-27,465330,14421.3,14010,14535,13910,14385,654172,9301090426,3178.66
2026-02-27,465350,16632.45,16925,17120,16450,16625,455408,7642156480,3178.66
2026-02-27,422420,9550.53,9245,9640,9165,9555,1686305,15978130455,6036.35
2026-02-27,105780,14899.32,14600,15150,14505,14965,72486,1069341280,14772.26
2026-02-27,469070,17661.69,17720,17850,17400,17650,1474747,26031595016,3983.79
2026-02-27,0093A0,31166.24,29760,31830,29580,31235,576890,17901715295,5971.63
2026-02-27,0101N0,17755.25,17885,18180,17625,17790,1781927,31791686682,10420.54
2026-02-27,427120,7786.98,7825,7850,7715,7790,26364,205186362,1114.5
2026-02-27,477080,105955.87,105960,105975,105960,105970,6708,710833051,1453.01
2026-02-27,290130,37710.11,37350,38555,37200,37825,1524137,57696359995,6043.73
2026-02-27,326240,37301.59,36640,37990,36640,37360,69407,2581045770,5325.77
2026-02-27,385560,68209.34,68015,68625,67390,68375,82819,5640528932,6093.19
2026-02-27,479520,104969.41,104995,105000,104990,104995,2895,303963073,1181.54
2026-02-27,270800,17001.94,16990,17100,16880,16940,880,14946430,8487.48
2026-02-27,292050,44038.16,43590,44745,43385,44085,3135,138108625,4171.71
2026-02-27,388280,8908.59,9010,9035,8865,8905,102112,914863753,831.36
2026-02-27,442550,14351.16,14305,14370,14285,14355,12535,179803915,1994.97
2026-02-27,442560,15569.6,15595,15595,15480,15530,122047,1894583472,2309.07
2026-02-27,442570,16364.56,16325,16385,16260,16325,179225,2926470874,2479.09
2026-02-27,234310,29106.47,28905,29370,28645,29105,75,2176240,5807.21
2026-02-27,241390,16253.95,16235,16465,16165,16310,82402,1345410863,2753.88
2026-02-27,300640,8048.47,8115,8115,7930,8055,54496,435771975,3846.0
2026-02-27,266160,32687.94,32295,33185,31890,32815,496140,16169355744,22960.73
2026-02-27,481430,102924.42,102800,102935,102650,102765,1922,197476355,112.37
2026-02-27,114100,108551.49,108490,108575,108440,108525,574,62287195,10344.67
2026-02-27,282000,112249.77,112235,112235,112190,112200,4,448840,1223.13
2026-02-27,451670,18860.36,18735,19000,18500,18880,4570,85323465,91.95
2026-02-27,295000,53802.51,53705,53780,53705,53775,4,214995,1194.24
2026-02-27,295020,56828.25,56885,56890,56765,56800,38,2159755,1194.24
2026-02-27,432600,55371.57,55320,55345,55320,55330,4,221325,1223.13
2026-02-27,397420,51347.07,51285,51335,51285,51315,6,307900,1000.95
2026-02-27,0114X0,7892.57,7800,8015,7800,8005,1711,13655880,4600.47
2026-02-27,437370,11228.36,11160,11245,11090,11215,6163,69002350,3453.81
2026-02-27,375270,14378.98,14310,14310,14220,14240,7815,111302660,1797.52
2026-02-27,475380,11232.34,11075,11230,11050,11225,10378,116082861,3196.29
2026-02-27,476310,9565.42,9355,9420,9325,9405,5616,52529958,3500.9
2026-02-27,417450,13704.07,13645,13840,13580,13745,10292,140986145,3078.82
2026-02-27,442320,45825.63,45455,45745,45140,45215,253063,11491252383,6529.6
2026-02-27,461490,15033.06,15010,15050,14935,15015,493905,7399456977,2071.62
2026-02-27,459750,17398.25,17400,17430,17285,17420,18901,327528195,2461.03
2026-02-27,399580,10187.47,10135,10275,10040,10160,15452,156480214,1164.81
2026-02-27,276650,38642.71,38795,38840,38535,38770,8040,311975930,4068.91
2026-02-27,336160,101894.61,101880,101925,101850,101895,93,9475090,140.35
2026-02-27,326230,13177.62,13285,13285,13120,13120,11449,151227707,1811.22
2026-02-27,367760,35715.63,35065,36550,34905,35835,1665701,59490559737,4943.55
2026-02-27,272560,113573.63,113575,113605,113570,113600,16072,1825651902,139.11
2026-02-27,385550,112598.07,112595,112610,112595,112600,6466,728089145,127.35
2026-02-27,196230,115573.01,115535,115630,115535,115570,35816,4139600811,13116.69
2026-02-27,0061Z0,50274.79,50275,50280,50275,50280,1639,82401340,115.63
2026-02-27,315960,65633.93,64335,67120,63970,65840,653720,42723974758,7724.83
2026-02-27,0138D0,15616.76,15540,15790,15355,15655,48572,755343892,5280.5
2026-02-27,455890,54597.75,54595,54600,54595,54600,248108,13545964076,119.71
2026-02-27,401170,8789.78,8935,8935,8730,8825,72450,640097280,1838.22
2026-02-27,481340,10054.34,10045,10095,10030,10090,68299,687166006,616.25
2026-02-27,472870,8153.61,8155,8175,8135,8165,644974,5256415023,7445.46
2026-02-27,472830,9201.86,9165,9215,9155,9205,43833,402725359,994.92
2026-02-27,485690,16851.03,16745,16775,16650,16710,43602,728424340,7241.77
2026-02-27,490590,12374.48,12300,12315,12215,12285,707461,8670218493,8086.93
2026-02-27,0127R0,11607.62,11565,11565,11220,11265,14666,165109895,8366.91
2026-02-27,495940,15108.31,15205,15205,14900,15060,25137,378638957,6185.23
2026-02-27,379780,21545.92,21355,21465,21335,21450,1056912,22609649154,6878.88
2026-02-27,453330,16411.47,16360,16375,16315,16350,36434,595610072,6878.88
2026-02-27,0138T0,9637.57,9825,9825,9510,9555,54863,523606453,344.79
2026-02-27,0005C0,10964.31,11200,11200,10850,10880,1744,18979020,2861.6
2026-02-27,460660,12132.21,12030,12150,11970,12145,9509,114814540,1330.85
2026-02-27,219390,6654.51,6515,6665,6515,6665,74761,494369017,5919.24
2026-02-27,0115C0,11458.28,11385,11395,11300,11365,29954,340138302,4183.88
2026-02-27,354240,11579.84,11415,11565,11395,11455,10576,120970345,78.49
2026-02-27,368590,26614.42,26400,26525,26355,26510,403624,10665391258,24960.04
2026-02-27,437350,12721.95,12670,12730,12650,12715,23743,301525285,269.7
2026-02-27,455960,12398.82,12265,12390,12265,12330,1316,16227975,123.37
2026-02-27,469530,9045.39,9050,9085,9015,9030,8,72440,1603.84
2026-02-27,469060,24678.54,24475,24570,24430,24530,6598,161601902,1798.72
2026-02-27,469050,21785.78,21750,21770,21600,21705,26477,574382611,1798.72
2026-02-27,491630,9577.22,9695,9710,9625,9690,3582,34682089,1798.72
2026-02-27,490600,9267.01,9155,9205,9130,9200,116243,1066260494,2387.8
2026-02-27,0018Z0,15360.76,15270,16700,15170,15220,38817,591689135,5819.12
2026-02-27,0013P0,11681.31,11620,11640,11450,11640,70271,812683274,2363.96
2026-02-27,267440,8638.05,8630,8640,8620,8625,7222,62304995,215.85
2026-02-27,267490,5869.12,5870,5890,5865,5885,1889,11092030,215.85
2026-02-27,267450,10440.82,10380,10430,10380,10420,84,872290,215.85
2026-02-27,0036Z0,12466.97,12055,12500,12055,12385,13939,172633470,1859.59
2026-02-27,491620,10316.13,10230,10270,10190,10265,502134,5138334809,3962.22
2026-02-27,0036R0,16871.53,16725,16725,16620,16710,155470,2592973587,6536.7
2026-02-27,0000Z0,18131.88,17585,18285,17585,18170,698726,12579964082,2883.37
2026-02-27,446700,14258.99,14115,14340,14045,14205,38348,544498481,3772.37
2026-02-27,475350,14281.28,14090,14195,14090,14175,63491,897872638,2885.98
2026-02-27,388420,22972.0,22515,23375,22450,22975,357233,8183780158,6578.92
2026-02-27,448630,14261.48,14170,14395,14055,14280,1202836,17131307151,2540.52
2026-02-27,0162Z0,10617.93,10670,10785,10535,10675,12547911,133593344724,3112.7
2026-02-27,367770,27483.79,26495,27820,26360,27345,323813,8731015551,3467.91
2026-02-27,140570,25393.23,25005,25600,24925,25340,2874,72543985,25234.11
2026-02-27,0093B0,10992.2,10825,10980,10825,10880,15546,169534261,7731.23
2026-02-27,140580,26163.32,26210,26445,25865,26170,1857,48502950,26054.82
2026-02-27,379790,16789.03,16710,16810,16650,16675,15101,253051672,6138.41
2026-02-27,498610,8647.72,8340,8695,8340,8600,5543,47396390,3362.42
2026-02-27,488480,13823.49,13640,13910,13640,13910,2514,34775032,3146.88
2026-02-27,385540,106823.73,106720,106920,106580,106800,11852,1265424492,124.43
2026-02-27,183710,82612.22,83710,84155,82030,83050,3944,328192921,3307.08
2026-02-27,310080,10256.81,10315,10350,10165,10345,6620,67821401,81.43
2026-02-27,463300,13920.11,13650,13845,13525,13690,1350,18419945,4710.65
2026-02-27,174360,24590.19,24255,24415,24160,24330,21957,533120718,4602.33
2026-02-27,136340,105925.53,105825,105910,105810,105900,2928,309895420,16176.09
2026-02-27,281990,19823.29,20055,20055,19730,19815,5391,107099110,19092.22
2026-02-27,272570,109531.04,109450,109555,109450,109550,523,57284785,150.71
2026-02-27,250730,10328.11,10215,10410,10215,10395,8051,82958285,8859.49
2026-02-27,291680,7707.88,7655,7685,7580,7655,1461,11209960,11130.98
2026-02-27,0094L0,8876.88,8840,8880,8780,8855,33146,293024653,1087.85
2026-02-27,371150,7880.35,7850,8025,7770,7920,68715,543259010,5137.84
2026-02-27,183700,90058.87,90970,91180,89742,90505,34810,3145872253,2244.75
2026-02-27,498860,21435.44,22080,22105,21415,21430,450816,9821935251,3233.58
2026-02-27,495050,27674.87,27435,28190,27190,27750,6067931,168203087474,2798.87
2026-02-27,0094M0,17890.7,17795,18175,17600,17925,294732,5274452115,3040.53
2026-02-27,0151P0,14509.27,14390,14700,14240,14520,719505,10391891805,4113.66
2026-02-27,270810,20968.72,20445,21165,20400,20920,2588623,54063797519,2116.6
2026-02-27,278240,23278.46,21930,23650,21930,23065,249352,5685752391,2462.38
2026-02-27,275750,2051.37,2100,2100,2035,2060,17204,35522615,2462.38
2026-02-27,302450,64997.17,64460,66000,64090,65190,76083,4953041230,6244.13
2026-02-27,0047P0,13440.7,13390,13390,13295,13330,15473,206097362,7270.01
2026-02-27,0013R0,9474.99,9155,9450,9155,9375,154361,1438866981,2840.5
2026-02-27,449580,16102.37,16010,16080,16010,16060,11827,189767973,4174.83
2026-02-27,334690,8389.88,8360,8715,8345,8650,33172,281461643,1040.77
2026-02-27,334700,2714.55,2675,2680,2570,2605,12934,33568460,1040.77
2026-02-27,0047R0,12836.77,12725,12780,12670,12775,35284,449657429,4427.23
2026-02-27,253280,19747.86,19685,19815,19475,19645,14616,287072805,5025.38
2026-02-27,253290,13549.38,13500,13615,13475,13520,74992,1013196105,2381.45
2026-02-27,411540,17979.23,17500,18235,17500,18015,130123,2329523345,2732.86
2026-02-27,295040,35075.02,34620,35710,34520,35115,454352,15949101415,1231.09
2026-02-27,488980,51389.1,51390,51405,51390,51390,112,5756415,108.68
2026-02-27,0092C0,49836.78,49845,49850,49840,49850,34,1694675,103.42
2026-02-27,455860,7172.1,6865,7230,6865,7160,1847695,13123674150,4433.51
2026-02-27,455850,26973.82,24800,27410,24700,27015,7762841,204916217005,4608.84
2026-02-27,497880,50013.07,50015,50020,50010,50015,157368,7870669802,119.27
2026-02-27,363510,110818.61,110820,110820,110820,110820,1,110820,12650.34
2026-02-27,292500,43609.7,43200,44310,43015,43730,82311,3607483475,4171.71
2026-02-27,404650,24903.5,24350,25185,24230,24925,2002,48777165,4783.56
2026-02-27,490480,35802.87,36290,36695,35705,35710,236698,8565181300,7715.74
2026-02-27,438570,102991.26,102905,103115,102735,102935,14089,1449246300,114.25
2026-02-27,474390,49257.35,49130,49445,48880,49280,705,34703340,91.65
2026-02-27,438560,100751.36,100685,100795,100660,100715,17639,1776837450,121.04
2026-02-27,0066W0,15861.51,15685,15845,15670,15845,271240,4272982378,4125.36
2026-02-27,0022T0,16501.81,16370,16495,16345,16480,139938,2296260490,3483.41
2026-02-27,400590,12187.25,12075,12185,12075,12180,2955,35876245,562.63
2026-02-27,484880,22804.02,23375,23375,22755,22800,926615,21244745158,3174.83
2026-02-27,484890,51845.13,51850,51850,51845,51850,8004,414999506,119.92
2026-02-27,461600,9017.77,9020,9025,8995,9005,214043,1927463030,61.52
2026-02-27,473330,9295.05,9255,9300,9230,9290,881193,8166523314,1105.62
2026-02-27,494210,10744.53,10650,10680,10625,10680,13150,140075509,2862.09
2026-02-27,479620,15482.84,15505,15505,15265,15380,68007,1043193935,7137.02
2026-02-27,481180,11861.28,11690,11830,11665,11820,334300,3927132715,3677.11
2026-02-27,486450,21552.14,21380,21380,20510,21270,360140,7646074778,10589.26
2026-02-27,433330,20623.48,20435,20545,20407,20540,94372,1932510912,6878.88
2026-02-27,399110,19657.5,19440,19580,19285,19540,64606,1258256422,610.05
2026-02-27,0080X0,11128.33,11015,11090,11005,11075,179440,1980468681,473.13
2026-02-27,499150,10617.12,10535,10570,10475,10485,1499,15727002,2861.6
2026-02-27,447620,14731.36,14710,14710,14545,14595,122269,1782694726,1947.88
2026-02-27,476030,15113.95,14985,15060,14970,15050,199444,2990615349,24960.04
2026-02-27,0118S0,9846.96,9555,9745,9555,9725,149869,1454000152,2562.55
2026-02-27,446720,13179.32,13050,13095,12975,13085,732515,9563547541,6707.72
2026-02-27,452360,12437.06,12380,12390,12305,12370,131681,1626980456,6707.72
2026-02-27,493420,12192.95,12150,12150,12050,12095,15195,183707357,17126.12
2026-02-27,490490,11329.2,11235,11320,11195,11275,588865,6624619751,1392.53
2026-02-27,0023A0,23803.45,23595,23595,23365,23500,614858,14420447309,8009.42
2026-02-27,0051G0,17126.99,16965,16965,16800,16825,384063,6475120717,11907.79
2026-02-27,481190,15583.35,15490,15555,15435,15550,312746,4847239209,2527.04
2026-02-27,475300,18584.2,18000,18920,17835,18605,846917,15620207157,3634.93
2026-02-27,475310,30054.64,27430,30580,27295,30100,1055855,31044673223,8943.38
2026-02-27,0152E0,12912.63,13090,13105,12870,12945,240444,3124938239,2448.83
2026-02-27,400580,10088.64,10005,10105,10005,10085,902,9062352,212.31
2026-02-27,464610,11322.49,11290,11330,11180,11260,52869,595288809,1872.05
2026-02-27,466930,26269.64,25140,26890,24855,26300,2307119,59532428510,4108.25
2026-02-27,464600,19157.65,18850,19495,18540,19185,44532,844930023,2531.18
2026-02-27,0005D0,20482.44,19670,20720,19495,20530,2815285,57233300387,3113.61
2026-02-27,466920,38540.14,38645,39115,38230,38335,2582467,99697466243,6502.74
2026-02-27,0080Y0,21639.5,21105,22000,20990,21185,971002,20802660310,6502.74
2026-02-27,0141S0,11486.28,11435,11645,11290,11440,586442,6741671198,3927.03
2026-02-27,436140,110168.82,109940,110260,109920,110140,35003,3852737950,161.6
2026-02-27,0141T0,50299.32,50310,50310,50300,50300,19,955710,125.01
2026-02-27,0016X0,50936.33,50940,50950,50920,50935,25665,1307164050,122.15
2026-02-27,220130,7240.84,7130,7245,7125,7235,437,3139249,8658.45
2026-02-27,0131A0,10524.55,10420,10580,10420,10490,581,6105105,2156.56
2026-02-27,415760,12257.23,12055,12195,11950,12185,120714,1457050635,1488.02
2026-02-27,413220,6403.99,6070,6480,6070,6445,3905,24967256,3379.4
2026-02-27,469830,53480.53,53485,53495,53485,53490,330989,17703615350,122.47
2026-02-27,0105E0,14584.96,14685,14727,14390,14620,1547799,22552795997,2693.59
2026-02-27,444200,47190.95,46520,47850,46140,47340,1816960,85487465688,7756.05
2026-02-27,495550,28112.69,27755,28680,27620,28150,153028,4305422292,2922.71
2026-02-27,450910,20707.32,20145,20925,20145,20650,70152,1440399131,2116.6
2026-02-27,0040X0,10089.91,9900,10075,9900,10075,752343,7542963103,2397.75
2026-02-27,0040Y0,8835.04,8755,8810,8700,8810,849524,7459026039,1839.16
2026-02-27,0105D0,12114.1,12150,12285,11980,12140,163878,1990667615,1033.19
2026-02-27,0092B0,19038.27,19160,19700,18825,19030,690652,13199843472,3724.92
2026-02-27,423170,42997.14,43000,43415,42320,43250,109774,4696170834,17943.09
2026-02-27,429980,16823.71,16700,16700,16575,16655,963,16010040,436.42
2026-02-27,0008T0,14536.24,14525,14670,14370,14480,456990,6639859217,2108.8
2026-02-27,0139F0,100687.69,100730,100735,100715,100725,548,55192325,117.24
2026-02-27,102110,93931.08,93170,95680,92430,94045,9653861,907805304292,933.34
2026-02-27,139260,93664.77,92115,95705,91885,94220,1689889,158264765898,9552.89
2026-02-27,139220,7955.55,8100,8340,7885,7965,1352480,10835264069,787.69
2026-02-27,139290,33213.24,31875,34735,31435,33285,284904,9214240538,3318.4
2026-02-27,139270,17319.72,17685,17795,17310,17315,190563,3325666244,1751.26
2026-02-27,227550,13978.7,14055,14145,13950,13980,8211,115802805,1368.56
2026-02-27,227560,14212.82,14640,14640,14170,14180,14748,210878038,1447.15
2026-02-27,139250,19182.89,18945,19360,18805,19180,99328,1899390283,1901.8
2026-02-27,139230,17187.58,17145,17440,17020,17240,1348790,23303116184,1634.73
