date,ticker,nav,open,high,low,close,volume,trading_value,base_index
2026-03-17,496130,21232.72,21345,21420,21290,21290,1605,34274600,2545.38
2026-03-17,433250,21780.77,22210,22210,21635,21635,52,1135305,840.89
2026-03-17,494220,32981.38,34190,34220,32950,33000,833293,28169101444,6337.15
2026-03-17,470310,14130.85,14540,14540,14050,14050,292,4163095,2087.05
2026-03-17,476000,12794.1,13560,13560,12680,12695,30857,407744150,1763.93
2026-03-17,422260,10165.44,10150,10230,10025,10230,33,335905,1019.88
2026-03-17,452440,18298.72,18355,18355,18185,18185,501,9110855,2789.43
2026-03-17,448100,87030.51,87740,88120,86905,86935,3396,297198505,840.89
2026-03-17,413930,22196.57,22365,22455,22160,22160,1437,32190700,3168.27
2026-03-17,0088N0,13248.36,13145,13430,13145,13255,91978,1223784872,4870.06
2026-03-17,458030,54329.81,54330,54330,54320,54320,112,6084850,121.85
2026-03-17,426150,54180.03,54305,54335,54205,54230,277,15035110,111.17
2026-03-17,444490,18987.66,19375,19375,18880,18900,13846,262141742,6716.09
2026-03-17,489290,15000.79,14970,14990,14915,14930,3637,54434637,5664.4
2026-03-17,440910,27403.17,27450,27460,27260,27350,24575,672756108,42380.67
2026-03-17,474590,29361.09,29980,30070,29350,29475,148297,4423920271,6196.04
2026-03-17,496020,51633.68,51630,51640,51630,51640,3539,182730300,118.97
2026-03-17,488720,49872.69,49990,49990,49990,49990,3,149970,108.45
2026-03-17,0154F0,13912.14,14130,14130,13865,13885,82124,1147106088,4686.6
2026-03-17,480460,10448.28,10360,10430,10360,10430,849,8806550,785.43
2026-03-17,0053M0,13871.78,13915,14080,13885,13925,20337,284347965,2355.29
2026-03-17,488290,35107.56,35760,35760,34605,34655,1572,54974032,4122.59
2026-03-17,438740,36172.35,36285,36335,35935,35935,170,6150860,4279.49
2026-03-17,403790,47201.6,47995,47995,46985,46985,112980,5361459565,5640.48
2026-03-17,0112X0,31657.48,31915,32030,31550,31620,56252,1793697835,1109.22
2026-03-17,465780,105102.43,0,0,0,105090,0,0,116.58
2026-03-17,442260,29579.3,29900,30025,29560,29560,12869,384764082,840.89
2026-03-17,0001P0,13797.35,14005,14055,13710,13710,27247,377832582,2873.27
2026-03-17,159800,66806.05,67495,67850,66785,66785,4698,317544290,6472.12
2026-03-17,0007N0,85746.82,86795,87095,85575,85965,118,10221342,840.89
2026-03-17,462340,16103.22,16090,16090,16000,16000,11,176465,6716.09
2026-03-17,433220,28972.48,29075,29095,28660,28665,20620,595078190,6716.09
2026-03-17,451150,18395.43,18350,18350,18280,18325,9,164825,6716.09
2026-03-17,477490,18774.9,18700,18845,18690,18690,4362,81917642,4387.33
2026-03-17,407830,15157.06,14835,15180,14835,15085,1257,18984165,6716.09
2026-03-17,0002C0,8900.21,8885,8975,8770,8955,26838,239518538,2163.06
2026-03-17,474920,16783.5,16530,16895,16530,16710,22514,378168470,80.14
2026-03-17,442090,24483.5,25000,25000,24500,24575,381,9396495,2474.73
2026-03-17,407820,8794.82,8860,8865,8770,8785,1523,13424638,1308.14
2026-03-17,152870,85733.33,86805,86890,85805,85825,17520,1515817130,840.89
2026-03-17,491510,17405.54,17350,17545,17305,17305,9402,164126840,3612.61
2026-03-17,192720,55839.86,55655,56130,55520,55890,7487,418718385,5467.2
2026-03-17,498180,95984.61,96150,96150,96150,96150,14,1346100,108.45
2026-03-17,140950,65939.59,66795,66875,65885,66000,1788,118862919,6472.12
2026-03-18,451060,28865.69,27920,28860,27915,28800,416359,11848529863,888.57
2026-03-18,491610,103521.5,103540,103540,103535,103540,4392,454739603,11718.18
2026-03-18,0103T0,9893.02,9920,10095,9600,9920,244882,2418530085,1952.66
2026-03-18,463290,107835.94,107825,107840,107825,107835,3216,346793975,14561.9
2026-03-18,0131W0,100867.44,100870,100875,100870,100870,1055,106420345,115.76
2026-03-18,479080,52963.99,52965,52970,52965,52965,58201,3082686539,119.18
2026-03-18,0026S0,12088.61,12110,12170,12100,12150,248647,3019303747,6624.7
2026-03-18,0052S0,11594.35,11625,11640,11610,11625,160705,1868703510,271.75
2026-03-18,0069M0,12190.11,12230,12285,12205,12275,89825,1101202310,24425.09
2026-03-18,0111P0,10568.75,10585,10620,10580,10600,158141,1676907319,2828.95
2026-03-18,0083S0,10032.01,10075,10100,10045,10095,31515,317532560,1709.77
2026-03-18,0004G0,9381.29,9435,9502,9420,9465,8058,76186081,4044.05
2026-03-18,0131V0,12909.94,12815,13015,12795,13010,1602046,20678301420,4171.55
2026-03-18,0094X0,10022.54,10035,10075,9895,10065,46428,463889332,1938.36
2026-03-18,0017Y0,97214.93,97050,97375,96980,97375,357,34700885,123.31
2026-03-18,0052T0,50198.25,50200,50200,50170,50195,422,21171880,118.5
2026-03-18,495330,26442.3,25595,26460,25555,26445,72178,1877527753,2688.67
2026-03-18,492500,51069.98,51085,51105,51055,51095,3512,179424406,11856.7
2026-03-18,473440,10705.11,10700,10700,10690,10690,5024,53725255,122.33
2026-03-18,105190,89946.42,87060,90085,87055,89890,387323,34374202824,888.57
2026-03-18,332500,59905.45,58175,61000,58035,59900,259797,15412665275,1172.11
2026-03-18,461270,11138.82,11130,11130,11120,11125,7400,82329040,124.78
2026-03-18,475260,10622.36,10620,10625,10620,10625,26,276200,121.27
2026-03-18,385600,10576.14,10570,10570,10390,10545,31034,326079737,1891.24
2026-03-18,475270,10595.55,10595,10600,10595,10600,2,21195,119.88
2026-03-18,475280,10586.12,10580,10580,10580,10580,1,10580,121.53
2026-03-18,469150,49632.89,47955,49640,47745,49635,2012326,97593937790,6225.48
2026-03-18,0079X0,12452.49,12940,12940,12350,12440,2613,32501537,2735.24
2026-03-18,385590,18900.43,18415,18930,18415,18925,597,11123181,3584.23
2026-03-18,0010E0,93749.81,93425,93765,93425,93765,9,843485,199.17
2026-03-18,226380,6781.23,6740,6770,6740,6770,3659,24672320,2243.31
2026-03-18,475050,11146.68,11315,11315,11070,11130,569915,6345684339,2780.8
2026-03-18,411060,33128.65,33275,33275,32820,32890,2381612,78553316621,5553.61
2026-03-18,291130,18939.81,18975,18980,18875,18875,706,13363260,13351.78
2026-03-18,256440,7187.07,7325,7325,7185,7265,87620,634024987,5174.72
2026-03-18,261920,13435.42,13335,13525,13335,13505,80,1073505,1557.95
2026-03-18,0021D0,11430.72,11505,11505,11350,11430,9313,106252155,2747.91
2026-03-18,0021E0,12604.81,12535,12755,12535,12745,89977,1140594198,3403.47
2026-03-18,0139P0,14177.96,13840,14160,13840,14160,341078,4795290716,3535.67
2026-03-18,225130,68756.28,68430,68925,67510,68870,6812,464343994,295.03
2026-03-18,483340,17967.0,17820,18145,17760,18145,354437,6404680198,5759.41
2026-03-18,365780,85454.34,85085,85630,85050,85620,13159,1122605567,16195.32
2026-03-18,114460,101534.3,101450,101600,101440,101600,676,68634665,10254.89
2026-03-18,494340,13219.73,13555,13555,13000,13315,10456,139164619,6008.81
2026-03-18,446770,60049.85,59300,60495,59280,60440,344970,20619909711,10431.86
2026-03-18,435040,19087.51,19220,19220,19140,19160,360,6895962,4546.78
2026-03-18,497510,12673.84,12725,12725,12645,12675,3639,46151607,2035.72
2026-03-18,460960,11739.27,11720,11790,11720,11745,24451,287640734,781.27
2026-03-18,414270,13093.4,13005,13145,12995,13080,12893,168188390,321.25
2026-03-18,440640,111092.19,111080,111095,111080,111095,1852,205735775,122.41
2026-03-18,190620,100848.92,100845,100850,100840,100850,2558,257961885,13039.07
2026-03-18,494330,22621.13,22140,22602,22095,22490,16591,371534259,3064.23
2026-03-18,265690,48.11,0,0,0,8535,0,0,0.0
2026-03-18,152500,38759.0,36470,38825,36425,38795,104963,3929101577,888.57
2026-03-18,0153P0,10570.15,10535,10560,10505,10535,17921,188777137,897.44
2026-03-18,483330,11676.59,11650,12000,11650,11845,93164,1100743629,3527.91
2026-03-18,487340,104198.67,104205,104215,104205,104210,22655,2360830220,119.6
2026-03-18,0085P0,10880.09,10900,10925,10890,10890,111562,1216929540,114.78
2026-03-18,0085N0,10103.96,10100,10125,10090,10125,25661,259541861,114.78
2026-03-18,452250,5368.29,5345,5370,5320,5360,43165,230379524,109.72
2026-03-18,476760,10173.14,10180,10225,10175,10200,259637,2648129648,592.45
2026-03-18,453850,7626.3,7610,7650,7605,7645,1926536,14694149919,592.45
2026-03-18,476750,8587.71,8595,8630,8580,8620,111994,963289562,111.18
2026-03-18,480030,10547.57,10520,10580,10520,10560,130675,1377870471,1065.86
2026-03-18,0118Z0,8489.35,8455,8565,8450,8560,432377,3693833992,16469.58
2026-03-18,280320,18545.11,18735,18735,18440,18460,897,16544380,1112.54
2026-03-18,360200,24997.04,25025,25170,25025,25135,1736402,43625388424,6624.7
2026-03-18,438080,14018.19,14055,14070,14020,14045,427601,6007735672,271.75
2026-03-18,0155M0,8898.87,9000,9000,8835,8965,131041,1170203151,5301.75
2026-03-18,309230,30092.42,30125,30290,30105,30220,12422,375041916,15028.01
2026-03-18,367380,28009.86,28090,28240,28065,28210,601279,16943826473,24425.09
2026-03-18,438100,14866.11,14855,14915,14855,14895,321762,4791342426,1892.8
2026-03-18,456880,12822.55,12860,12870,12825,12825,83169,1068487629,1236.11
2026-03-18,440650,12276.89,12315,12325,12270,12270,78052,960016781,150.79
2026-03-18,0127M0,11032.54,11125,11125,11015,11045,4573,50494230,3343.24
2026-03-18,0127P0,9663.41,9670,9750,9670,9735,73947,719966447,6135.92
2026-03-18,480040,13755.65,13780,13885,13630,13885,97188,1340526674,1737.58
2026-03-18,402970,14743.69,14765,14835,14765,14820,522202,7730416016,6441.73
2026-03-18,0046Y0,12258.39,12190,12315,12165,12265,28658,350934569,748.47
2026-03-18,0049M0,11552.74,11525,11610,11525,11580,44789,518767380,1232.59
2026-03-18,0049K0,11033.23,11010,11140,10995,11030,15255,169035190,1962.49
2026-03-18,181480,82758.78,82945,83065,82850,83065,68,5645880,1850.57
2026-03-18,480020,11975.85,11945,12075,11945,12060,100789,1213792697,1827.32
2026-03-18,465580,21839.51,21885,22010,21875,22000,1285523,28236563916,33007.76
2026-03-18,465610,36046.04,36400,36635,36200,36635,13694,498707525,33007.76
2026-03-18,465620,7425.54,7430,7430,7345,7345,3894,28629832,33007.76
2026-03-18,473590,20384.84,20365,20615,20365,20605,88077,1812499107,9851.23
2026-03-18,0008E0,12762.37,12615,12945,12615,12945,3353,42967797,326.68
2026-03-18,391600,12050.82,12000,12065,11980,11990,1750,20993100,3414.55
2026-03-18,455660,9604.47,9590,9630,9590,9630,35917,345562880,392.53
2026-03-18,245710,29862.68,29960,30130,29680,29890,45647,1366173577,1868.84
2026-03-18,131890,33360.16,32885,33350,32870,33320,738,24521712,32922.2
2026-03-18,108450,32048.84,31420,32080,31420,32080,32158,1024038883,31595.62
2026-03-18,316300,14433.14,14550,14575,14430,14430,2054,29842952,1268.89
2026-03-18,277540,28040.15,28400,28400,27345,28190,2024,56401810,8088.72
2026-03-18,483420,17217.51,17410,17455,17170,17440,24860,431809363,3846.1
2026-03-18,483320,17919.65,18050,18100,17860,18090,618580,11135906452,7764.49
2026-03-18,448540,25208.1,25265,25265,25205,25235,76545,1931389335,9555.32
2026-03-18,0099L0,99153.43,99060,99125,99060,99125,170,16847815,117.62
2026-03-18,433500,72289.44,70115,72390,70115,72145,256638,18364790432,7344.47
2026-03-18,0102X0,11327.92,11330,11370,11320,11335,13938,158234910,748.71
2026-03-18,487920,8174.89,8170,8295,8170,8260,3413,28125238,4352.78
2026-03-18,487910,8782.38,8895,8920,8775,8885,8169,72217450,3236.96
2026-03-18,145670,1956.3,2050,2050,1950,1960,210047,417628528,4374.94
2026-03-18,497520,11986.26,11925,12000,11885,11980,2660,31778035,3009.24
2026-03-18,238720,38531.59,39125,39680,38840,39680,8176,319606620,55239.4
2026-03-18,196030,70971.41,72000,74500,72000,74500,563,41347910,3717.41
2026-03-18,205720,1707.74,1690,1690,1652,1665,6815,11356014,3717.41
2026-03-18,469160,20900.34,20860,21450,20860,21435,7344,156196256,6026.61
2026-03-18,0021C0,13515.07,13325,13480,13325,13465,3132,42172135,4017.81
2026-03-18,356540,104390.46,104120,104475,104120,104475,1231,128494879,118.21
2026-03-18,447430,17345.87,17070,17665,17070,17255,48294,834359195,1146.56
2026-03-18,416090,11317.05,11295,11435,11180,11340,13975,157567289,1372.58
2026-03-18,168580,36274.63,36370,36380,35935,36155,2549,92021046,4658.33
2026-03-18,219900,4956.37,4925,4995,4815,4945,5556,27201685,4658.33
2026-03-18,272910,106563.64,106415,106565,106415,106565,197,20981705,155.22
2026-03-18,0087F0,11049.38,11380,11420,11000,11420,14747,165682341,1713.45
2026-03-18,371870,8085.84,8060,8120,7975,8075,14989,120599354,5108.3
2026-03-18,380340,19499.51,19000,19485,19000,19485,16367,315125815,3888.84
2026-03-18,496120,26852.4,26065,26865,26030,26865,9773,257923960,2688.67
2026-03-18,354500,20422.58,20205,20415,20080,20355,380873,7704043346,2031.86
2026-03-18,305050,62005.41,60490,62000,60225,61940,9682,591765380,5925.03
2026-03-18,457480,21471.89,21410,21640,21410,21615,1101621,23737998216,10296.83
2026-03-18,469170,6969.34,6905,7025,6880,6970,653936,4544359727,3475.56
2026-03-18,495710,51433.13,51410,51445,51410,51445,3,154300,108.05
2026-03-18,466810,6890.49,6790,6880,6765,6855,18134,124119307,5357.22
2026-03-18,457930,28462.63,28195,28385,27920,28280,2425,68472350,6482.42
2026-03-18,487750,23091.31,21650,23115,21650,23115,12931,294780780,6235.27
2026-03-18,445690,28956.34,28460,29045,28215,29045,3692,104922085,3595.73
2026-03-18,0120J0,10385.66,10390,10420,10325,10415,20718,214872975,484.95
2026-03-18,486240,23239.71,22255,23340,22255,23340,9057,207030827,8319.11
2026-03-18,434960,90304.41,88135,90220,87880,90200,955,85097480,888.57
2026-03-18,0098Z0,76453.37,74695,76410,74340,76410,13,979505,888.57
2026-03-18,448570,27166.99,26695,27150,26635,27150,1066,28647710,5925.03
2026-03-18,285690,19838.64,19590,19900,19590,19900,27,531415,3033.84
2026-03-18,0073X0,10864.81,11140,11140,10850,10900,546,5938917,1160.45
2026-03-18,293180,89755.79,86780,89810,86780,89720,28628,2534402515,888.57
2026-03-18,407310,16752.66,16420,16785,16420,16785,6732,111956405,2589.09
2026-03-18,332930,116767.98,112925,116775,112925,116570,3291,379044525,1172.11
2026-03-18,304780,106518.69,100765,106835,100765,106605,629,65695655,4374.94
2026-03-18,306520,3586.39,3710,3710,3575,3575,17204,62487335,4374.94
2026-03-18,0123S0,10071.97,10080,10080,10060,10060,1130,11382925,109.13
2026-03-18,0091M0,10060.32,10060,10060,10060,10060,1,10060,108.34
2026-03-18,448490,54897.09,54645,54885,54625,54885,3097,169611975,109.95
2026-03-18,454320,44811.25,43800,44755,43660,44750,26987,1198505270,6439.98
2026-03-18,395290,8399.93,8470,8480,8355,8430,89249,748563877,800.52
2026-03-18,395280,4111.51,4100,4100,4045,4095,5166,21087162,795.12
2026-03-18,368190,8609.57,8545,8600,8535,8560,1084,9289305,2070.7
2026-03-18,402460,10285.88,10190,10320,10190,10320,814,8340860,1647.92
2026-03-18,395270,36487.45,35255,36455,35075,36400,2963868,105757532472,10930.19
2026-03-18,438900,11633.38,11625,11660,11545,11620,39070,452842656,892.69
2026-03-18,367740,31117.36,30430,31055,30430,31055,3842,118031240,5271.22
2026-03-18,407300,11496.1,11410,11475,11400,11430,442,5055495,1207.45
2026-03-18,381560,13760.96,13440,13800,13425,13800,15880,215818020,3123.33
2026-03-18,441540,32698.38,32750,32925,32235,32660,44110,1441144056,5339.35
2026-03-18,381570,11647.96,11500,11660,11405,11635,25229,292247445,2250.42
2026-03-18,479850,15628.9,15460,15750,15402,15670,123519,1928806064,613.58
2026-03-18,453060,110087.58,110090,110090,110080,110080,1054,116029685,1183.1
2026-03-18,304760,40048.83,39090,40175,39090,40175,55,2182245,3971.21
2026-03-18,322410,23080.44,22920,23125,22795,23045,20482,470183571,3434.41
2026-03-18,0155N0,9748.88,9705,9740,9570,9720,367626,3544651605,9159.51
2026-03-18,332940,39159.84,37960,39280,37950,39280,352,13664925,3965.04
2026-03-18,322400,12193.3,12280,12280,12105,12165,74554,908028880,2078.31
2026-03-18,473640,36377.16,36665,36665,36250,36305,73287,2664115836,2565.81
2026-03-18,354350,20470.4,20105,20405,20105,20115,706,14236160,4176.56
2026-03-18,461340,31156.39,30615,31420,30615,31250,12402,386860350,15157.5
2026-03-18,424460,16104.5,16175,16175,16000,16110,159,2564050,2423.48
2026-03-18,401590,9237.6,9430,9430,9210,9240,30645,283750090,513.62
2026-03-18,0040S0,18729.41,18760,18950,18710,18930,20845,392523163,14324.95
2026-03-18,314700,11758.4,11510,11750,11510,11695,2044,23760825,1449.88
2026-03-18,486830,52524.98,52510,52535,52510,52520,1202,63137750,118.37
2026-03-18,432840,18584.66,18605,18675,18605,18675,1719,32056725,6624.7
2026-03-18,498050,16932.3,16755,17075,16690,16845,26325,443795960,1541.58
2026-03-18,476260,13184.97,12795,13225,12715,13225,281857,3661576074,1817.56
2026-03-18,434730,71533.28,69000,71600,68995,71400,930093,65676606160,6671.1
2026-03-18,0082F0,11764.82,11835,11840,11745,11750,1463,17242390,579.44
2026-03-18,491820,40658.81,38870,40640,38870,40540,147879,5919501029,10594.93
2026-03-18,461500,108286.82,108065,108255,108065,108240,68,7352890,117.87
2026-03-18,0111J0,18402.29,18020,18420,18020,18420,302654,5516480456,6904.6
2026-03-18,495750,26462.03,25650,26500,25650,26500,673,17523690,2688.67
2026-03-18,304770,20251.05,19965,20200,19860,20195,33327,667990790,2031.86
2026-03-18,306530,17952.95,17485,17885,17385,17880,17317,305578932,2352.94
2026-03-18,375760,20759.19,20205,20825,20190,20825,3029,62128230,3520.33
2026-03-18,491700,90288.58,87860,90295,87860,89990,749,67249603,888.57
2026-03-18,0000Y0,100632.51,0,0,0,100635,0,0,108.86
2026-03-18,215620,18095.96,17995,18050,17980,18050,13,234480,13595.49
2026-03-18,0113P0,101032.86,101040,101045,101040,101045,78,7881170,115.68
2026-03-18,391670,22268.47,21650,22230,21650,22135,174,3833925,888.57
2026-03-18,472920,101175.16,100785,101085,100785,101085,8,807640,117.7
2026-03-18,472840,89102.14,86660,89070,86615,89070,1473,129011970,888.57
2026-03-18,0005G0,32077.14,31000,32010,30835,31985,34650,1086125763,6711.98
2026-03-18,0135Y0,100215.57,100195,100225,100185,100220,1047,104904345,112.33
2026-03-18,483570,14712.89,14700,14830,14700,14825,4821,71277240,7801.2
2026-03-18,069660,89378.14,86545,89405,86545,89160,685032,60573679655,888.57
2026-03-18,294400,116688.32,112850,116750,112850,116640,54788,6298312355,1172.11
2026-03-18,253250,86045.02,80945,86395,80945,86115,10304,874462222,4374.94
2026-03-18,253240,2007.22,2080,2080,1996,1996,18771,37999932,4374.94
2026-03-18,253230,233.82,246,256,233,236,811917,196893036,4374.94
2026-03-18,464240,52191.88,52175,52175,52170,52175,770,40172155,116.79
2026-03-18,458210,109170.31,109180,109185,109175,109185,433,47276370,1454.8
2026-03-18,460280,14377.53,14510,14510,14215,14310,4407,62963785,0.0
2026-03-18,488200,13530.54,13385,13505,13320,13505,13538,181812877,3365.44
2026-03-18,488210,21738.36,21055,21785,21055,21785,1891,40408440,4277.64
2026-03-18,469790,30014.68,28985,30090,28985,30090,10541,308487405,5952.7
2026-03-18,100910,14082.89,13525,14075,13525,14075,6017,83260891,14011.85
2026-03-18,435530,15175.48,15155,15250,15155,15250,1448,21992255,565.11
2026-03-18,435540,16807.5,16830,16900,16810,16870,2136,36015956,742.26
2026-03-18,435550,17212.82,17150,17310,17150,17275,6402,110160879,869.68
2026-03-18,104530,20086.37,19770,20095,19770,20095,16637,332525600,20185.5
2026-03-18,148070,108348.64,107925,108500,107830,108460,339553,36566270676,16195.32
2026-03-18,167860,100395.0,99470,100210,99470,100210,48,4781810,16195.32
2026-03-18,471460,54988.73,54600,55195,54465,55195,2519,137921939,9027.25
2026-03-18,114470,108763.62,108675,108810,108675,108810,8178,889435990,10254.89
2026-03-18,473490,22290.63,22175,22435,22175,22435,3145,70465235,13033.3
2026-03-18,489860,15086.83,15035,15205,15035,15150,4813,72852240,1381.56
2026-03-18,394350,15664.1,15525,15675,15525,15540,71,1103570,3269.34
2026-03-18,130730,101811.0,101820,101825,101810,101825,4060,413353172,14561.9
2026-03-18,419890,106594.36,106590,106615,106590,106615,307,32727250,126.82
2026-03-18,411860,17235.7,17150,17420,17150,17410,1778,30785940,8777.96
2026-03-18,476450,52031.0,52020,52040,52020,52040,3863,201028497,118.09
2026-03-18,430500,114224.07,114160,114430,114160,114420,570,65207045,14355.96
2026-03-18,426330,15625.99,15650,15680,15430,15655,334,5190660,300.33
2026-03-18,449770,19840.24,19845,19970,19845,19950,7056,140543840,6624.7
2026-03-18,0127V0,10108.25,10185,10185,10145,10170,8810,89535326,694.89
2026-03-18,0137W0,10018.92,10005,10060,10005,10060,31913,320486726,5423.67
2026-03-18,0127T0,10502.65,10620,10620,10520,10550,9659,101880090,528.0
2026-03-18,449780,16550.37,16530,16675,16530,16675,10791,179064616,6624.7
2026-03-18,0137V0,9775.55,9900,9900,9760,9780,30412,297341712,2882.12
2026-03-18,0107F0,10883.49,10810,10920,10805,10920,39238,426921832,3226.95
2026-03-18,453080,19529.31,19505,19690,19505,19690,3680,72251560,24425.09
2026-03-18,460270,13242.75,13280,13285,13240,13240,3328,44167600,1236.11
2026-03-18,138230,17156.72,17200,17200,17125,17125,1227,21054860,1656.81
2026-03-18,225800,17213.24,17285,17290,17200,17200,29,500555,1656.81
2026-03-18,139660,7840.83,7835,7845,7790,7845,1576,12299710,1656.81
2026-03-18,230480,4099.16,4060,4080,4055,4075,4043,16397485,1656.81
2026-03-18,0084E0,10094.99,10090,10100,10090,10100,348,3514000,3379.87
2026-03-18,373790,16939.27,17405,17405,16880,16910,2932,49726932,1322.9
2026-03-18,483030,11385.5,11540,11540,11300,11300,8035,91121491,2317.45
2026-03-18,459790,19296.62,19425,19430,19380,19420,243,4718900,6308.64
2026-03-18,498270,12424.72,12465,12535,12390,12525,108712,1356528404,6957.89
2026-03-18,474800,15852.23,15880,15925,15720,15730,492780,7807274632,2225.95
2026-03-18,0084D0,10690.95,10645,10685,10645,10660,2771,29554180,5758.19
2026-03-18,104520,14678.01,14495,14690,14460,14690,945,13837265,14629.63
2026-03-18,0015E0,10554.39,10795,10795,10505,10525,11404,119998014,7261.47
2026-03-18,483020,14524.38,14440,14480,14270,14440,11657,167658345,3124.44
2026-03-18,200250,23467.45,23445,23665,23415,23625,24373,573503655,23777.8
2026-03-18,454780,103029.29,102840,103125,102840,103125,2728,281083695,118.05
2026-03-18,441330,12935.37,12800,12800,12650,12650,509,6509980,2611.07
2026-03-18,454180,9057.98,9095,9095,9015,9050,672,6066270,1947.96
2026-03-18,496090,26493.0,25695,26585,25675,26585,4386,114898137,2688.67
2026-03-18,316670,10119.13,10005,10095,9930,10085,160611,1609228907,2031.86
2026-03-18,291630,8918.37,8720,8925,8625,8855,49738,436486430,2352.94
2026-03-18,291620,3598.88,3680,3680,3590,3590,8711,31620875,2352.94
2026-03-18,153270,68344.65,66485,68325,66440,68325,11209,755870867,6845.23
2026-03-18,122260,103078.42,103070,103085,103070,103080,8011,825758830,15143.27
2026-03-18,0015F0,10616.59,10550,10660,10550,10565,33558,355750412,1792.2
2026-03-18,0097L0,12756.83,12790,12790,12480,12740,17211,218147997,5202.63
2026-03-18,069500,89468.35,86640,89580,86610,89370,20662546,1825333778834,888.57
2026-03-18,226980,24739.47,24260,24815,24150,24815,10765,264775801,2447.87
2026-03-18,337160,36705.95,35395,36735,35395,36735,93022,3346791815,1087.52
2026-03-18,363580,35372.52,34300,35425,34115,35400,64298,2231475357,10751.22
2026-03-18,278530,32189.29,31260,32225,31170,32150,1319473,41901657326,1172.11
2026-03-18,337150,25390.17,24995,25365,24995,25365,1763,44444285,546.11
2026-03-18,223190,25213.3,24495,25290,24495,25290,1947,48712615,12281.03
2026-03-18,252650,19026.79,18700,19020,18700,19020,332,6266110,3807.08
2026-03-18,360140,13524.12,13190,13600,13160,13520,150821,2003330649,1182.18
2026-03-18,284430,20242.52,19965,20295,19905,20285,1162663,23399397362,4685.92
2026-03-18,252670,234.6,251,252,233,233,3168757999,769057341759,4374.94
2026-03-18,494890,25844.11,24970,25875,24965,25845,794568,20308854408,888.57
2026-03-18,498400,18501.08,17945,18455,17925,18440,8716825,158615315787,2692.93
2026-03-18,0117L0,10029.05,10025,10030,10025,10030,131110,1314480395,109.42
2026-03-18,473290,10763.12,10755,10760,10755,10755,32208,346437660,120.21
2026-03-18,0007F0,10112.81,10110,10115,10105,10115,19940,201590435,109.12
2026-03-18,0119H0,9907.19,9905,9915,9905,9905,63003,624352695,102.93
2026-03-18,305720,16724.25,16530,16715,16460,16715,2896121,48123239157,2920.13
2026-03-18,462330,1673.39,1639,1669,1619,1669,31923007,52643604859,2920.13
2026-03-18,461950,6390.71,6340,6390,6270,6390,1066674,6766313461,5675.69
2026-03-18,457690,10693.77,10665,10705,10660,10690,18390,196361549,112.91
2026-03-18,271060,8243.8,8330,8330,8160,8215,246244,2023379954,17.35
2026-03-18,457700,10651.21,10580,10655,10570,10655,3940,41817490,106.33
2026-03-18,395160,29097.12,28080,29085,28010,29075,3435429,97965331590,6699.44
2026-03-18,471990,26527.62,25595,26575,25595,26575,1557257,40580455671,7440.02
2026-03-18,487240,33539.75,32000,33545,32000,33530,3922485,129349721491,20235.59
2026-03-18,481050,1022596.4,1022660,1022665,1022660,1022665,57156,58451294086,1227.04
2026-03-18,459580,1074552.21,1074615,1074620,1074615,1074620,255960,275059144066,123.52
2026-03-18,439860,113841.6,113815,113910,113755,113910,302,34370355,130.43
2026-03-18,266370,47564.02,45855,47500,45850,47495,20685,962289810,4102.94
2026-03-18,368680,8724.16,8720,8720,8665,8715,2352,20463290,2070.7
2026-03-18,423160,110753.24,110755,110760,110755,110760,404829,44838548978,1183.1
2026-03-18,292190,40847.74,39500,40875,39500,40875,10450,421244800,3971.21
2026-03-18,306950,71751.2,67140,70990,64635,70675,15433,1063483240,3971.21
2026-03-18,229720,32133.46,31355,32090,31355,32090,5962,189438194,16165.21
2026-03-18,266360,12906.16,12975,12975,12825,12890,26439,340003574,1991.45
2026-03-18,291890,10922.56,10955,11025,10890,11025,2472,27166005,1500.18
2026-03-18,289040,26354.27,25735,26300,25735,26215,149,3876835,3674.64
2026-03-18,156080,42236.04,41040,42270,41030,41995,9950,413568660,2054.59
2026-03-18,278540,31283.99,30245,31260,30245,31260,53973,1659772827,3965.04
2026-03-18,251350,37219.27,37475,37490,37230,37470,44087,1647595441,4341.48
2026-03-18,269420,24373.95,24545,24660,24480,24640,5825,142981110,3841.37
2026-03-18,433970,13673.31,13765,13765,13655,13700,31382,429546823,1848.47
2026-03-18,433980,15304.45,15285,15375,15285,15365,41534,637252542,2152.5
2026-03-18,434060,16448.14,16450,16530,16450,16520,156685,2585326000,2494.36
2026-03-18,0082V0,11064.8,11070,11127,11050,11120,137675,1528019909,2578.9
2026-03-18,329650,14344.37,14285,14380,14285,14380,60103,863092931,1849.94
2026-03-18,329660,17692.8,17640,17685,17630,17650,84630,1494144898,2290.35
2026-03-18,329670,21505.43,21640,21640,21460,21470,24224,520359987,2804.71
2026-03-18,395170,15739.32,15520,15750,15430,15740,28901,451259248,2478.07
2026-03-18,315930,65097.68,62745,65125,62730,65105,53514,3424365675,6656.83
2026-03-18,261220,23032.96,22950,23000,22150,22160,1965256,44308702797,219.51
2026-03-18,271050,2388.12,2390,2480,2380,2480,8313114,20209475439,219.51
2026-03-18,468370,11831.37,11875,11885,11850,11850,30549,362544026,128.91
2026-03-18,468630,11989.93,12025,12040,12010,12015,18902,227356538,341.22
